nse_ticker,sector,industry,basic_industry,notes
PANSARI,Realty,Realty,Residential Commercial Projects,nse_official
PAR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PARABDRUGS,PHARMA,PHARMACEUTICALS,PHARMACEUTICALS,nse_official
PARACABLES,Capital Goods,Industrial Products,Cables - Electricals,nse_official
PARADEEP,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
PARAG,Consumer,Dairy,,
PARAGMILK,Fast Moving Consumer Goods,Food Products,Dairy Products,nse_official
PARAMOUNT,Textiles,Textiles & Apparels,Other Textile Products,nse_official
PARAS,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
PARKHOSPS,Healthcare,Healthcare Services,Hospital,nse_official
PARKHOTELS,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
PARSVNATH,Realty,Realty,Residential Commercial Projects,nse_official
PASHUPATI,Textiles,Textiles & Apparels,Other Textile Products,nse_official
PASUPTAC,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
PATANJALI,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
PATANJALIFO,Agri,FMCG - Foods,,
PATEL,Infra,EPC & Construction,,
PATELENG,Construction,Construction,Civil Construction,nse_official
PATELRMART,Consumer Services,Retailing,Diversified Retail,nse_official
PATINTLOG,Services,Transport Services,Logistics Solution Provider,nse_official
PAUSHAKLTD,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PAVNAIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PAYTM,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
PCBL,Chemicals,Chemicals & Petrochemicals,Carbon Black,nse_official
PCJEWELLER,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
PDMJEPAPER,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
PDSL,Textiles,Textiles & Apparels,Trading - Textile Products,nse_official
PEARLPOLY,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
PENIND,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PENINLAND,Realty,Realty,Residential Commercial Projects,nse_official
PERSISTENT,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
PETRONET,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
PFC,Financial Services,Finance,Financial Institution,nse_official
PFCINDIA,Financials,NBFC,,
PFIZER,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PFOCUS,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
PFS,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
PGEL,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
PGHH,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
PGHL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PGIL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
PHILIPCARB,Metals,Graphite Electrodes,,
PHILIPSBV,Consumer,Medical Devices,,
PHOENIXLTD,Realty,Realty,Residential Commercial Projects,nse_official
PI,Chemicals,Specialty Chemicals - Agri,,
PICCADIL,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
PIDILITIND,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PIGL,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
PIIND,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
PILANIINVS,Financial Services,Finance,Investment Company,nse_official
PILITA,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
PINELABS,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
PIONEEREMB,Textiles,Textiles & Apparels,Other Textile Products,nse_official
PIRAMALFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
PIRAMALPHA,Pharma,Pharma Formulations,,
PITTIENG,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PIXTRANS,Capital Goods,Industrial Products,Rubber,nse_official
PKTEA,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
PLASTIBLEN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PLATIND,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PLAZACABLE,Capital Goods,Industrial Products,Cables - Electricals,nse_official
PMI,Renewable,EV Vehicles,,
PNB,Financial Services,Banks,Public Sector Bank,nse_official
PNBGILTS,Financial Services,Finance,Investment Company,nse_official
PNBHOUSING,Financial Services,Finance,Housing Finance Company,nse_official
PNC,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
PNCINFRA,Construction,Construction,Civil Construction,nse_official
PNGJL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
PNGSREVA,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
POCL,Metals & Mining,Diversified Metals,Diversified Metals,nse_official
PODDARMENT,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
POKARNA,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
POLICYBZR,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
POLYCAB,Capital Goods,Industrial Products,Cables - Electricals,nse_official
POLYMED,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
POLYPLEX,Capital Goods,Industrial Products,Packaging,nse_official
PONNIERODE,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
POONAWALLA,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
POWERGRID,Power,Power,Power - Transmission,nse_official
POWERGRIDINVIT,Infra,Power Generation,,
POWERINDIA,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
POWERMECH,Construction,Construction,Civil Construction,nse_official
POWMECH,Cap Goods,EPC,,
PPAP,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PPL,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
PPLPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PRABHA,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,nse_official
PRABHAT,CONSUMER GOODS,CONSUMER NON DURABLES,DAIRY PRODUCTS,nse_official
PRAENG,Realty,Realty,Residential Commercial Projects,nse_official
PRAJIND,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PRAKASH,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
PRAKASHSTL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
PRATAAP,Consumer,Snacks,,
PRAXIS,Consumer Services,Retailing,Speciality Retail,nse_official
PRECAM,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PRECWIRE,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
PREMEXPLN,Chemicals,Chemicals & Petrochemicals,Explosives,nse_official
PREMIER,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PREMIERENE,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
PREMIERENRG,Renewable,Solar Modules,,
PREMIERPOL,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
PRESTIGE,Realty,Realty,Residential Commercial Projects,nse_official
PRICOL,AUTOMOBILE,AUTO ANCILLARIES,AUTO ANCILLARIES,nse_official
PRICOLLTD,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PRIMESECU,Financial Services,Finance,Other Financial Services,nse_official
PRIMO,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
PRINCEPIPE,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
PRISMJOHNSN,Infra,Cement,,
PRITI,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
PRITIKAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PRIVISCL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PROSTARM,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
PROTEAN,Information Technology,IT - Services,IT Enabled Services,nse_official
PROZONER,Realty,Realty,Residential Commercial Projects,nse_official
PRSMJOHNSN,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
PRUDENT,Financial Services,Capital Markets,Financial Products Distributor,nse_official
PRUDMOULI,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
PSB,Financial Services,Banks,Public Sector Bank,nse_official
PSPPROJECT,Construction,Construction,Civil Construction,nse_official
PTC,Power,Power,Power Trading,nse_official
PTCIL,Capital Goods,Industrial Products,Other Industrial Products,nse_official
PTCIND,Energy,Power Trading,,
PTL,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
PUNJABCHEM,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
PURAVANK,RealEstate,Real Estate - Residential,,
PURAVANKARA,RealEstate,Real Estate - Residential,,
PURVA,Realty,Realty,Residential Commercial Projects,nse_official
PVP,Realty,Realty,Residential Commercial Projects,nse_official
PVRINOX,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
PVSL,Automobile and Auto Components,Automobiles,Auto Dealer,nse_official
PWL,Consumer Services,Other Consumer Services,E-Learning,nse_official
PYRAMID,Capital Goods,Industrial Products,Packaging,nse_official
QPOWER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
QUADFUTURE,Capital Goods,Industrial Products,Cables - Electricals,nse_official
QUESS,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
QUICKHEAL,Information Technology,IT - Software,Software Products,nse_official
RACE,Utilities,Other Utilities,Waste Management,nse_official
RACL,Auto,Auto Ancillaries,,
RACLGEAR,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RADAAN,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
RADHIKAJWE,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
RADIANTCMS,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
RADICO,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
RADIOCITY,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
RAIL,Infra,Infra,,
RAILTEL,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
RAILVIKAS,Infra,Railway,,
RAIN,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
RAINBOW,Healthcare,Healthcare Services,Hospital,nse_official
RAJESHEXPO,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
RAJMET,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
RAJOOENG,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
RAJRATAN,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RAJSREESUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
RAJTV,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
RALLIS,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
RAMAKRISHNA,Metals,Non-Ferrous Metals,,
RAMANEWS,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
RAMAPHO,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
RAMASTEEL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
RAMCOCEM,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
RAMCOIND,Construction Materials,Other Construction Materials,Other Construction Materials,nse_official
RAMCOSYS,Information Technology,IT - Software,Software Products,nse_official
RAMKY,Construction,Construction,Civil Construction,nse_official
RAMRAT,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
RAMSARUP,METALS,FERROUS METALS,IRON & STEEL PRODUCTS,nse_official
RANASUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
RANEHOLDIN,Financial Services,Finance,Holding Company,nse_official
RATEGAIN,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
RATHI,Metals,Steel,,
RATNA,Metals,Steel,,
RATNAMANI,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
RATNAVEER,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
RATTANINDIA,Renewable,Renewable Energy,,
RAYMOND,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
RAYMONDLSL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
RAYMONDREL,Realty,Realty,Residential Commercial Projects,nse_official
RBA,Consumer Services,Leisure Services,Restaurants,nse_official
RBLBANK,Financial Services,Banks,Private Sector Bank,nse_official
RBZJEWEL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
RCF,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
RECLTD,Financial Services,Finance,Financial Institution,nse_official
REDINGTON,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
REDTAPE,Consumer Durables,Consumer Durables,Footwear,nse_official
REFEX,Chemicals,Chemicals & Petrochemicals,Industrial Gases,nse_official
REGAAL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
REGEN,Renewable,Wind Energy,,
REGENCERAM,Consumer Durables,Consumer Durables,Ceramics,nse_official
RELAXO,Consumer Durables,Consumer Durables,Footwear,nse_official
RELCHEMQ,Textiles,Textiles & Apparels,Other Textile Products,nse_official
RELIABLE,Financial Services,Finance,Other Financial Services,nse_official
RELIANCE,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
RELIGARE,Financial Services,Finance,Investment Company,nse_official
RELTD,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
REMSONSIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RENUKA,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
REPCO,Financials,Housing Finance,,
REPCOHOME,Financial Services,Finance,Housing Finance Company,nse_official
REPL,Realty,Realty,Real Estate related services,nse_official
REPPRO,Financials,Stock Broking,,
REPRO,Media Entertainment & Publication,Printing & Publication,Printing & Publication,nse_official
RESPONIND,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
RETAIL,Consumer Services,Retailing,Diversified Retail,nse_official
RGL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
RHETAN,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
RHIM,Capital Goods,Industrial Products,Electrodes & Refractories,nse_official
RHL,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
RICO,Auto,Auto Ancillaries,,
RICOAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RIIL,Services,Transport Services,Logistics Solution Provider,nse_official
RISHABH,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
RITCO,Services,Transport Services,Logistics Solution Provider,nse_official
RITEFIL,Cap Goods,Auto Ancillaries,,
RITES,Construction,Construction,Civil Construction,nse_official
RKDL,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
RKEC,Construction,Construction,Civil Construction,nse_official
RKFORGE,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RKSWAMY,Media Entertainment & Publication,Media,Advertising & Media Agencies,nse_official
RMDRIP,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
RML,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
ROHLTD,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
ROLEXRINGS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
ROML,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
